"session_date","session_day","time_block","duration_minutes","room","session_kind","plenum_kind","session_type","tracks","recording_status","title","speakers","speaker_org_titles","description_clean","status","liveUrl","recordingUrl","session_id"
2026-06-20,"Saturday","05:00 PM - 06:00 PM",60,"National Harbor 12-13","Content","Concurrent","Panel","Deep dive; Research; Story ideas","This session *will* be recorded ✅","Digging through the archives","Alison Young; Jamie Corey; Mark Feldstein","Global Research Director of Desmog | Senior National Reporter, Healthbeat","","Accepted",NA,NA,"1174761"
2026-06-20,"Saturday","05:00 PM - 06:00 PM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will not* be recorded ⛔️","Lessons from the best international investigative and data projects","Carla Minet; Rowan Philp; Sarah Cohen; Will Fitzgibbon","Centro de Periodismo Investigativo | Global Investigative Journalism Network | Reporter, The Examination | Sr Data Reporter, Big Local News","Now host to both the Global Shining Light Award - recognizing investigations from perilous places – and the SIGMA global data journalism award, GIJN recently announced the 4 winners for the former, and 10 for the latter. In this session, judges, organizers and winners of those competitions will share some of the methodologies that inspired them, and takeaways from these foreign stories that could benefit US journalists.","Accepted",NA,NA,"1238680"
2026-06-20,"Saturday","05:00 PM - 06:00 PM",60,"National Harbor 3","Content","Concurrent","Panel","","This session *will* be recorded ✅","Structuring successful partnerships: Professional newsrooms and university investigative programs","Mark Greenblatt; Sean Mussenden","Howard Center for Investigative Journalism | Howard Center for Investigative Journalism ASU","University investigative journalism program leaders and their professional newsroom collaborators will talk about how to build successful partnerships to publish Pulitzer-finalist-quality investigative projects produced by students and pros. Attendees will walk away with concrete tips on how to develop and manage collaborations between experienced professionals and early-career reporters.","Accepted",NA,NA,"1190010"
2026-06-20,"Saturday","05:00 PM - 06:00 PM",60,"National Harbor 4-5","Content","Concurrent","Panel","Press freedom","This session *will* be recorded ✅","Covering power when power pushes back: lessons from international journalists","Anna Nemzer; Clavel Rangel; Mahir Zeynalov; Paul Haven","Associated Press | Globe Post Media | Independent Journalist, Knight Wallace Fellow 26' | Kronika","Across the world, journalists have spent years reporting under governments that intimidate reporters, surveil sources, weaponize legal systems, and attempt to discredit independent media. As political hostility toward the press intensifies in the United States, investigative reporters can learn valuable strategies from colleagues who have long navigated these pressures. This panel, organized by the North American Committee of the International Press Institute, a 75-year-old free press organization, explores what American investigative reporters and accountability journalists can learn from colleagues who have worked under sustained government pressure around the world. Panelists with firsthand experience covering authoritarian or semi-authoritarian governments will share lessons learned from those environments—including techniques for cultivating government sources, protecting sensitive communications, anticipating legal threats, and continuing accountability reporting when officials attempt to intimidate journalists or their sources. The panel will focus on practical reporting techniques and source-protection strategies reporters can immediately apply in their own investigative work. Attendees will leave with concrete strategies used by journalists around the world to keep reporting—even when governments push back.","Accepted",NA,NA,"1181557"
2026-06-20,"Saturday","06:15 PM - 07:15 PM",60,"Maryland C","Service / break","Concurrent","","","","IRE Membership Meeting","","","Open to all IRE members.",NA,NA,NA,"8ad63037-7aa3-4ce8-87c3-88dcd815d6f6"
2026-06-20,"Saturday","07:00 AM - 07:00 PM",720,"National Harbor 15","Service / break","Concurrent","","","","Recharge Room","","","Need a spot to decompress, take a load off, get your bearings or recharge your batteries? This is the room for you!",NA,NA,NA,"c252f25f-a86b-49e8-8cb4-75919d500f99"
2026-06-20,"Saturday","08:00 AM - 02:30 PM",390,"Conference-wide","Service / break","Concurrent","","","","Registration Hours","","","Pick up your badge or register on-site: 8:00 a.m. - 2:30 p.m.",NA,NA,NA,"5b8f9946-c6f1-4cc4-990a-1f8d4fa12445"
2026-06-20,"Saturday","08:00 AM - 08:45 AM",45,"National Harbor 6","Service / break","Concurrent","","","","Adjacent Event: Journalists Recovery Network","","","The Journalists Recovery Network will meet and offer a sober space for journalists experiencing troubles with alcohol or substance use. This is an informal meeting for individuals who may struggle with substance use to meet our members and chat more about our organization. Feel free to reach out to us at journalistsrecoverynetwork@gmail.com.",NA,NA,NA,"ce2f83b8-4e0c-4f42-873d-add39e3e0aa2"
2026-06-20,"Saturday","08:30 AM - 03:00 PM",390,"Maryland Foyer","Service / break","Concurrent","","","","Exhibitors","","","Stop by and visit with the exhibitors and recruiters.",NA,NA,NA,"2f844009-55de-405b-85c8-53798b20131e"
2026-06-20,"Saturday","09:00 AM - 05:00 PM",480,"Maryland Foyer","Service / break","Concurrent","","","","Barry Nash and Company One-on-One Coaching","","","Barry Nash and his team return to IRE to provide personalized coaching sessions. If you have questions about any aspect of your delivery — your appearance, how you use your voice, how you can perform most effectively in the field or in the studio — this is an opportunity you won’t want to miss. Barry has been working with talent at all levels of experience and ability for over 30 years. He currently authors the only blog in the world focused exclusively on television news and sports performance. You can find it on Substack Please note: Participants should bring recent footage on a flash drive, webpage/online link, or storage drive (Google or Dropbox). Sign up for a time slot here: https://www.signupgenius.com/go/10C0445A9AD28A5FEC34-64383836-irecoaching#/",NA,NA,NA,"7683c987-90d6-44c9-8068-6f207bbf45dd"
2026-06-20,"Saturday","09:00 AM - 05:00 PM",480,"National Harbor 8","Service / break","Concurrent","","","","Audio Coaching 1:1","","","Sign up for 30 minutes with an audio pro to use however you like: Bring tape for a critique, a pitch for workshopping or your questions about surviving and thriving in the audio journalism space.",NA,NA,NA,"9cd4c187-b53c-436a-9393-83766bcdfae4"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"Maryland 1-2","Content","Concurrent","","","This session *will not* be recorded ⛔️","Finding the story: Housing data","Jeffrey Ostrowski; Yesica Prado","Bankrate | El Tecolote","This hands-on session will teach you how to find your next housing story in data. You'll learn a practical method for predicting metro-area home price trends using Census building permit and population data. Additionally, you'll take a look at towing data and learn how it affects housing. Whether you're covering displacement, gentrification, or the affordable housing crisis, this session will equip you with datasets and techniques to investigate how cities are quietly reshaping who belongs in their communities. This session is good for beginners. You must bring your own laptop (no tablets) to participate.","Accepted",NA,NA,"1238833"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Making news archives more useful with LLMs","Cat Murphy; Derek Willis; Ijeoma Opara","Data Reporter, Howard Center for Investigative Journalism @ UMD | Howard Center for Investigative Journalism | University of Maryland","Some of the most valuable information news organizations have sits in their archives, mostly unused. New reporters or those just new to a beat need to know the collected wisdom from past coverage, and Large Language Models can help make that process easier. This session covers the concept of employing artificial intelligence to harness the potential of news archives and shows off some experiments with local news organizations. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1188171"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"Maryland A","Content","Concurrent","Panel","Video","","Making the most of OTT: How to make your investigative content stand out on streaming services","Ashley Graham","Chief Investigator/Anchor, KSLA News 12","Investigative pieces by video journalists are no longer limited to a TRT of just a few minutes. Thanks to streaming services, reporters and producers are able to use their newsroom’s OTT platforms to tell longer and more in-depth stories, or to take audiences behind the scenes of how their investigations are made. But with so much OTT content available, how do successful journalists attract people to their work? In this session, reporters and producers share unique insights about how they’ve leveraged OTT platforms to effectively broaden their reach.","Accepted",NA,NA,"1251894"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"Maryland B","Content","Concurrent","Panel","","This session *will* be recorded ✅","Beating burnout at its foundation","Nicholas Whitaker","Chief Rebellion Officer for Rebellion Collective","Burnout isn’t just about overworking — it’s about broken systems that force you to do everything yourself. Learn how to build burnout-proof businesses with custom systems, automation, and smarter workflows so your business runs smoothly — without running you into the ground.","Accepted",NA,NA,"1220996"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"Maryland C","Content","Concurrent","Panel","","This session *will* be recorded ✅","How to make yourself a better writer","Ariel Kaminer; Kendall Taggart","Investigative Reporter, Bloomberg News | New York Times Opinion deputy editor for Ideas and Investigations","What separates a solid draft from a story that truly sings? In this interactive session, Ariel Kaminer, who has edited everything from narrative features to deep-dive investigations to M. Gessen's Pulitzer Prize winning opinion writing, will take you behind the scenes on her process. She'll share her techniques for sharpening structure, tightening language, bringing characters to life, elevating scenes, and finding the strongest version of a story. Kaminer is one of those editors who seems to possess a magical scalpel. After she’s done with a reporter’s draft, she has made it sharper, clearer, more propulsive, and more readable but somehow left enough of the original style on the page that it's actually possible for a reporter to think ""YES, I wrote that!"" (Kendall has been subjected to the Ariel treatment and can vouch for it). She'll also lead a live editing session using small chunks of participants' writing and talk through how to self-edit your work. You'll be left with concrete tools to help make your writing shine. For those who would like to submit work for editing, please send 1-5 sentences max from an unpublished or published story to Kendall (kendall.taggart.journalist@gmail.com).","Accepted",NA,NA,"1189331"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"National Harbor 10","Content","Concurrent","Panel","Audio/radio","This session *will* be recorded ✅","Juggling print and audio investigations (and how to do both, very different things at the same time)","Aliyya Swaby; Ashley Cleek; Hannah Levintova; Paige Pfleger","Producer at CIR | ProPublica reporter | Senior Criminal Justice Reporter, WPLN News | Special Projects Editor & Reporter at Mother Jones","Collaborations between print and audio journalists have generated chart-topping, change-making, award-winning podcasts, vastly magnifying the reach of investigative stories. These collaborations have the power to bring stories to life, take listeners inside the reporting process, and explore universal themes unearthed in the reporting. But the difference between print and audio storytelling isn't just stylistic; Sometimes these mediums have different aims altogether, and these collaborations force journalists to contend with diverging ideas of ""impact"" and other questions. In this panel, you'll hear from two pairs of print and audio journalists who successfully navigated these crosswinds to create collaborations that have resonated nationally.","Accepted",NA,NA,"1221585"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"National Harbor 12-13","Content","Concurrent","Panel","Video","This session *will* be recorded ✅","Open mic - Generation Gap, or not? ","Daniela Ibarra; Olivia Reed; Scott Zamost","CNBC Senior Investigative Producer | Investigative Reporter, KSAT | University of Nebraska-Lincoln ","Seasoned and early-career journalists lead a discussion about what we can learn from each other. Let's have an open and honest discussion about being new, mid-career and seasoned in the industry. This open mic will discuss the challenges we face and how we can all learn from each other to make the industry better.","Accepted",NA,NA,"1231370"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will* be recorded ✅","Digging into public companies with SEC documents","Desiree Hanford; Jane Sasseen","McGraw Center for Business Journalism  | Professor, Northwestern University/Medill","Documents from the SEC (U.S Securities and Exchange Commission) contains a wealth of information to power your business investigations. In this panel, you'll learn about using those SEC and AI tools to find DEI commitments, and others, that public companies have quietly rolled back.","Accepted",NA,NA,"1199907"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"National Harbor 3","Content","Concurrent","Panel","","This session *will* be recorded ✅","Investigating global health crises that hit home","Adam Rhodes; Andy Pierrotti; Susan Ferriss; Zhe Wu","Investigative Reporter, WANF-TV | Investigative Reporters & Editors, Training Director and Managing Editor  | Pulitzer Center on Crisis Reporting, Senior Editor  | Reporter, The San Francisco Public Press","There’s no shortage of health stories to investigate. The country is dealing with fallout from measles outbreaks, deep cuts to health care access, and misinformation about vaccine safety and other established health facts. Beyond the U.S., the abrupt “America First” demolition of USAID and withdrawal from the World Health Organization threaten gains against HIV and other diseases that cross borders. This panel will explore investigating health crises that address misinformation and link local communities to the rest of the world.","Accepted",NA,NA,"1181659"
2026-06-20,"Saturday","09:00 AM - 10:00 AM",60,"National Harbor 4-5","Content","Concurrent","Panel","","This session *will* be recorded ✅","Covering state courts: unlocking the legal system","Emily Saul; Frank G. Runyeon; Jeremy Chase","ALM Media and the New York Law Journal | Partner, Media and Intellectual Property at Davis Wright Tremaine LLP | Senior Reporter, Law360 & President, Courthouse Reporters of New York","Over 98% of the U.S. court cases are found in state courthouses, where much of the country’s justice —and injustice— occurs. They're chronically under-covered compared to federal courts. But esoteric terms, archaic filing systems and unfriendly court staff can hamper access to a treasure trove of unmined stories. In this session, you’ll learn tips and tricks to navigate your local courts and a media law expert will show you how to fight for your First Amendment right to access documents and courtroom proceedings if anyone tries to (unlawfully) stop you.","Accepted",NA,NA,"1182020"
2026-06-20,"Saturday","09:00 AM - 12:30 PM",210,"Chesapeake GHI","Content","Concurrent","Master class","","This session *will not* be recorded ⛔️","Managing investigators: Leading those born to challenge authority (10th Edition)","Cindy Galli; Emma Carew Grovum; Gonzalo Magana; Jamie Grey; Jennifer Forsyth; Jodie Fleischer; Josh Hinkle; Kat Stafford; Mc Nelly Torres; Nicole Vap","ABC10/TEGNA, Director of Special Projects and Engagment  | Cox Media Group, Managing Editor of Investigative Content and Collaborations | Director of Investigations & Innovation - KXAN | Director, Justice and Legal Reporting, MS NOW | Independent Journalist  | Independent Journalist, editor & forthcoming book author | InvestigateTV/Gray Media Director of Investigations | Kimbap Media | Reuters, Global Race and Justice Editor | The New York Times, Washington Investigations Editor","Being a news manager is already tough, but what if you supervise investigative journalists? They come with an extra layer of challenges because their very job (and likely their personality) makes them hyper-alert to authority figures. This course is designed to give you some tools and tactics to lead individuals and entire teams of investigators more effectively. Learn from three investigative managers from different media at different stages of their leadership careers. How did they launch into their roles, and what experience have they gained along the way? This course is for current investigative managers and anyone aspiring to step into such a position in the future. NEW AT IRE26: For our 10th ""Managing Investigators"" master class (and our 50th IRE Conference), we're bringing back a BIG group of our past instructors for even more guidance, viewpoints and support! Think of it as Managing Investigators 2.0! More individual time and leaders for coaching! Topics will include: managing compassionately, hiring challenges, transitioning to management, forging partnerships, building relationships, handling resource cuts, organization/structure, tough decisions/conversations, in-house training/growth, delivering feedback, creating inclusive opportunities, and juggling responsibilities/projects/work. Pre-registration is required and seating is limited.","Accepted",NA,NA,"1174148"
2026-06-20,"Saturday","09:00 AM - 12:30 PM",210,"Chesapeake JKL","Content","Concurrent","Master class","","This session *will not* be recorded ⛔️","Art of the investigative interview","A.J. Lagoe; Cheryl W. Thompson; Mark Horvit","Investigative Correspondent, NPR | KARE 11 | University of Missouri","You need one final confirmation to run your story. It's the key piece of a months-long project, only one person can provide it, and you've got one shot to get it. The entire story comes down to The Interview. Will you be ready? We can help. Sign up for this half-day Master Class in interviewing and get a playbook for getting the information you need. We'll cover all the crucial steps, from preparation to the conversation, confrontational interviews, talking with survivors, getting the most from witnesses, convincing those who don't want to talk with you and much more. So the next time you dial that number, knock on that door or corner an official who’s been avoiding you, you’ll be ready. Preregistration is required and seating is limited.","Accepted",NA,NA,"1217853"
2026-06-20,"Saturday","09:00 AM - 12:30 PM",210,"Maryland 5-6","Content","Concurrent","Master class","","This session *will not* be recorded ⛔️","The paper trail: Finding local stories in national ICE arrest, detainer and detention data","Aline Behar Kado; Raphael Romero Ruiz","Howard Fellow, Howard Center for Investigative Journalism | University of Maryland","Millions of records. One enforcement surge. And somewhere in it all, your story. The Deportation Data Project‘s FOIA-obtained releases on ICE arrests, detentions, and detainers are among the most detailed public records ever produced on American immigration enforcement — and in this workshop, you’ll learn how to work them in R. We’ll clean, join, and interrogate all three datasets to trace the enforcement pipeline from detainer request to detention facility, surfacing the patterns and outliers that make national data locally meaningful. You‘ll leave with working code, a reproducible workflow, and story angles you can start reporting when you get back to your newsrooms. Basic R familiarity required. Pre-registration is required and seating is limited.","Accepted",NA,NA,"1189978"
2026-06-20,"Saturday","10:00 AM - 10:15 AM",15,"Conference-wide","Service / break","Concurrent","","","","15 min break","","","",NA,NA,NA,"c1be4dee-b3ff-4d75-888e-611e0e1cb635"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"Maryland 1-2","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Your AI research assistant: a live demo for investigative reporters","Charles Minshew","Senior Editor of Data Journalism at The Atlanta Journal-Constitution","AI tools like ChatGPT and Claude can do a lot more than write emails and summarize articles. In this live demo, we'll put them to work on the kinds of tasks that eat up your reporting time: pulling data off a web page without writing a scraper, turning a messy PDF into a structured spreadsheet, comparing two versions of a bill or contract to find what changed, cleaning and standardizing inconsistent names or addresses, and building a quick local app to browse and search your documents. No slides, no theory. It's just a fast-paced walkthrough of real investigative tasks, with time for ""can it do this?"" questions from the audience.","Accepted",NA,NA,"1182068"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"Maryland A","Content","Concurrent","Panel","","","Mistakes we learned from and you can too!","Chris Vanderveen; Stephen Stock; Tanya Eiserer; Tracee Wilkins","Assistant News Director/Investigative Journalist | KUSA-TV Investigative Reporter  | NBC Washington, Investigative Reporter | Senior investigative reporter WFAA-TV ","We all have success stories in investigative journalism, but it's the mistakes we make along the way that truly impact our careers for the better. These journalists share honest experiences in how they overcome them and what those missteps can teach us all.","Accepted",NA,NA,"1247476"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"Maryland B","Content","Concurrent","Panel","","This session *will* be recorded ✅","ICE, HHS, EOIR: Covering the alphabet soup of immigration agencies","Doug MacMillan; Lomi Kriel; Nicole Foy; Ximena Bustillo","DHS + Immigration Correspondent | Investigative Reporter | ProPublica investigative reporter | The Washington Post","Immigration policy has always played out across several federal agencies: Homeland Security, Labor, Health and Human Service, Justice and more. But now the Trump administration’s whole of government approach to a mass deportation agenda means everyone plays some part as agents from the FBI, DEA, ATF, the U.S. Marshals, and even the Coast Guard or the Secret Service are increasingly making street-level arrests. Join journalists covering federal agencies for a session on how the agencies they cover have played a role and how to navigate them all on deadline","Accepted",NA,NA,"1180696"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"Maryland C","Content","Concurrent","Demo","Audio/radio","This session *will* be recorded ✅","Audio meetup","Howard Berkes; Kate Howard","Retired Correspondent, NPR Investigations; Chair, Governing Board, Public Health Watch | Reveal from The Center for Investigative Reporting","Whether you work in the audio space or just want to get to know the people who do, come by for a casual meet and greet with friends and colleagues.","Accepted",NA,NA,"1237931"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"National Harbor 10","Content","Concurrent","Panel","Beat reporting; Local news; Story ideas","This session *will* be recorded ✅","Investigating rail safety with data and docs","Aaron Leibowitz; Cat Murphy; Haley Parsley; Lex Doig; Trish Wilson Belli","Data Reporter, Howard Center for Investigative Journalism @ UMD | Investigations Editor | Reporter, Miami Herald | University of Maryland ","Learn how to investigate rail safety in your community from reporters on two award-winning projects, including a 2025 IRE winner. They will share public data, records, sources and strategies for documenting hidden risks and deadly hazards.","Accepted",NA,NA,"1147841"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"National Harbor 11","Content","Concurrent","","Freelance","This session *will not* be recorded ⛔️","The global use of freelancers for investigative reporting","Laird Townsend","Director, Freelance Investigative Reporters and Editors (FIRE)","What is the public-interest potential of the freelance investigative reporting sector, to what extent is it being realized? What are the variables? To what extent, and how, could a robust freelance investigative reporting sector offset some of the economic upheaval and hollowing out — locally, regionally, nationally, globally. How could they supplement small nonprofit newsrooms, for example? Interact with them?","Accepted",NA,NA,"1219906"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"National Harbor 12-13","Content","Concurrent","Demo","","","Video show & tell: en Español with Carolina Cruz and Liz Gonzalez","LIZ Gonzalez","Consumer Investigative Reporter Telemundo 47 NY","Sign up to “Show & Tell” us about your best work and get constructive feedback from the moderator and audience. Sign-ups are required for presenters. Each presenter will have 15 minutes to share their work and receive feedback. All are welcome to attend! Sign up here: https://www.signupgenius.com/go/10C084CA8AC29A4FBCE9-64417544-video *These sessions will not be recorded.","Accepted",NA,NA,"1253074"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will* be recorded ✅","Follow that supply chain! Uncover how questionable products end up on store shelves","Agatha Khishchenko; Andrew Lehren; Katie McQue; Robert Cribb","CUNY Graduate School of Journalism | Director, Investigative Journalism Bureau | Freelance investigative reporter  | Mongabay","Our planet is increasing global. Furniture from Vietnam. Cashews from Cambodia. Oysters from Vancouver. Clothing from Indonesia. Unscrupulous companies involved in environmental destruction or labor abuses may be behind brand-name goods. This panel will help you follow the supply chain for your investigation.","Accepted",NA,NA,"1182144"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"National Harbor 3","Content","Concurrent","Panel","","This session *will* be recorded ✅","Using AI video tools to keep local government accountable","Sean Mussenden","Howard Center for Investigative Journalism","Thousands of local government meetings happen every week, and most newsrooms can only cover a fraction of them. A new wave of AI-powered tools is helping journalists keep tabs on far more meetings than any one reporter could track alone — transcribing recordings, identifying key moments and flagging potentially newsworthy actions. Journalists will hear from developers at newsrooms and universities who are actively building these tools, learning how they work in practice, what they catch and what they miss, and the editorial judgment calls involved in using AI to help surface the news. For newsrooms stretched thin, the payoff is real: broader monitoring of local government frees up reporters to spend more time on the in-depth work that holds officials accountable. Attendees will leave with a clear picture of what's available now, what's coming soon, and how to evaluate whether these tools could work in their newsroom. Could be a panel or a demo. I also have several people I think would be great candidates for this who I have collaborated with I can reach out to if this session is greenlit. If someone else is doing this, I'd be happy to join their panel!","Accepted",NA,NA,"1190019"
2026-06-20,"Saturday","10:15 AM - 11:15 AM",60,"National Harbor 4-5","Content","Concurrent","Panel","","This session *will* be recorded ✅","Building trust with sources in a time of fear and retaliation","Adam Ganucheau; Hannah Natanson","Executive editor and chief content officer, Deep South Today | Narrative enterprise reporter, The Washingston Post","Washington Post reporter Hannah Natanson became known as the ""federal government whisperer"" for her extraordinary ability to cultivate trust with sources across the federal workforce. Using social media, encrypted Signal chats and tireless communications, sometimes fielding hundreds of Signal messages from sources a day, she built a network of more than 1,200 confidential sources. Her reporting on the far-reaching impact of the Trump administration's Department of Government Efficiency grew out of the conversations, insights and trust she built over time. In this session, Natanson will discuss how journalists can build credibility with sources, sustain trust over the long term, and protect vulnerable sources who may fear personal or professional retaliation.","Accepted",NA,NA,"1239768"
2026-06-20,"Saturday","11:15 AM - 11:30 AM",15,"Conference-wide","Service / break","Concurrent","","","","15 min break","","","",NA,NA,NA,"687eb49d-88f3-40eb-936e-91f476c2a1b1"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"Maryland 1-2","Content","Concurrent","Hands-on training","Research; Story ideas","This session *will not* be recorded ⛔️","Strategies for investigating offshore companies","Douglas Gillison; John Dell'Osso","Freelance investigative journalist | Reuters Financial Regulation Correspondent","This hands-on session will show you how to use publicly available information to identify who owns and benefits from companies that are set up in jurisdictions with comprehensive corporate secrecy. In an era of increasing transnational corruption, being able to publicly expose who is behind a company and the deals in which they participate will be critical for accountability journalism. While having a leak or an inside source that exposes this information would be ideal, this is not something we can rely on and there are other approaches. This training draws from years of experience piercing the veil around such secretive companies. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1177441"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","Data analysis; Tools & tech","This session *will not* be recorded ⛔️","Google Sheets: Using string functions to manipulate data","Ed Mahon","Spotlight PA","Maybe you converted a PDF or imported a table into a spreadsheet -- or maybe an agency gave you a poorly formatted file. You can use string functions to reformat your data and get your spreadsheets working for you. This session is good for: Anyone comfortable with using formulas and functions in Google Sheets. You must bring your own laptop (no tablets) to participate in this class, and you will need a free Google account to participate.","Accepted",NA,NA,"1234208"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"Maryland A","Content","Concurrent","Panel","Video","","30 video ideas that work anywhere","Justin Lum; Katie Wilcox; Lori Jane Gliha","Investigative Reporter & Editor | The Beam at ASU | Investigative Reporter, KSAZ | Senior National Investigative Correspondent, Scripps News","The demand for news sometimes requires us to turn investigations fast. In 30 Ideas that work anywhere, these journalists will share true in-depth and quick turns that you can do as soon as you return to your newsroom.","Accepted",NA,NA,"1246270"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"Maryland B","Content","Concurrent","Panel","Beat reporting","This session *will* be recorded ✅","Tips, sources and documents: How to investigate the intersection of religion, politics & culture","James Grimaldi; Liam Adams; Michelle Boorstein; Tiffany Stanley","Associated Press | Investigative Journalist | The Tennessean | Washington Post","Religion is taking center stage in the Trump administration and public life. Join veteran religion beat reporters and journalists who reveal ways to develop sources and find documents to investigate corruption and controversy in religious groups and uncover public and hidden connections to political campaigns and secular society. The panel will touch on diocese bankruptcies, Christian nationalist influence over the White House, and scandals in the Catholic Church and Church of Jesus Christ of Latter-day Saints. This session is presented in partnership with the Religion News Association.","Accepted",NA,NA,"1240662"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"National Harbor 10","Content","Concurrent","Panel","Story ideas","This session *will* be recorded ✅","A year in local investigations: Watchdog story ideas","Bethany Barnes; Lulu Ramadan","Investigative reporter, The Seattle Times | Tampa Bay Times","Learn tricks from the stories and reporters featured in the Local Matters newsletter, which spotlights a selection of local watchdog journalism every Sunday. The journalists behind Local Matters will run through inspiring work the past year — with a focus on tactics and tips you can bring back to your own newsroom. We will feature stories from online outlets, radio, television and newspapers.","Accepted",NA,NA,"1216585"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"National Harbor 11","Content","Concurrent","Panel","Audio/radio","This session *will* be recorded ✅","Editing the investigative podcast","Kate Howard; Katie Colaneri","Reveal from The Center for Investigative Reporting | Senior Editor of Podcasts, NHPR","Experienced editors share their best tips on deciding when to pursue long-form audio stories, developing story arcs that grip listeners and guiding your team through creating a revelatory and impactful podcast.","Accepted",NA,NA,"1221592"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"National Harbor 12-13","Content","Concurrent","Demo","","","Video show & tell: Anything goes with Erik Sandoval","Erik Sandoval","Graham Media Group Director of Storytelling","Sign up to “Show & Tell” us about your best work and get constructive feedback from the moderator and audience. Sign-ups are required for presenters. Each presenter will have 15 minutes to share their work and receive feedback. All are welcome to attend! Sign up here: https://www.signupgenius.com/go/10C084CA8AC29A4FBCE9-64418011-video *These sessions will not be recorded.","Accepted",NA,NA,"1240959"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will* be recorded ✅","Rethinking the crime beat","Alaina Bookman; Cheryl Thompson-Morton; Hannah Riley Fernandez; Tim Spears","AL.com Reporter | Director of Programming, the Center for Just Journalism | Investigative Reporter, WISH-TV | The Lenfest Institute for Journalism","Some newsrooms are rethinking traditional crime coverage; moving beyond incident driven reporting toward more holistic public safety beats. This shift reflects both audience needs and newsroom realities: declining resources, growing public skepticism of official narratives, and recognition that issues like housing instability, substance use, behavioral health, and economic conditions all shape community safety outcomes as much, if not more, than the crimes tracked by police. This panel will highlight journalists and outlets that have successfully revamped their crime beats and explain how they did it, from a local ABC affiliate in South Bend rethinking their nightly broadcast to AL.com's 'Beyond the Violence' beat. Panelists will share practical strategies for identifying new story angles, developing sources beyond law enforcement, using data to contextualize incidents, and building trusting relationships with the communities they cover.","Accepted",NA,NA,"1179279"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"National Harbor 3","Content","Concurrent","Panel","Beat reporting; Story ideas","This session *will* be recorded ✅","Investigating the privatization of K-12 education","Carla Minet; Jennifer Smith Richards; Joe Dana; Laura Meckler","12News Investigative Reporter | Centro de Periodismo Investigativo | National Education Writer, The Washington Post | ProPublica","Publicly funded education is increasingly being offered at private schools. In Republican states across the country, sweeping school voucher programs provide taxpayer money for private school tuition and even homeschooling expenses. And in 2027, the first federal voucher program will launch, bringing vouchers to states that never had them before. Proponents tout these programs as education freedom for families, who can choose a school that serves their children best. But these programs come with a host of questions that are ripe for journalists to explore: What rules and regulations (or lack thereof) apply to private schools that receive public voucher money? What are the implications of religious school participation? Which families are benefiting most from these dollars, especially in places where vouchers are mostly paying for children who were already attending private school? What is the impact of vouchers on state budgets and existing public schools? In other jurisdictions, charter schools funded with public money have confronted opposition and scrutiny, with a lack of accountability and basic operating standards. This panel will look at this massive shift underway in K-12 education. Attendees will come away understanding the issue and its nuances and with specific stories they can report at home.","Accepted",NA,NA,"1180619"
